city,activity,name,address,latitude,longitude,rating,total_ratings,place_id,phone_number
Kathmandu,Swimming Pool,Swimming pool,"P74R+8G3, Kathmandu 44620, Nepal",27.7059844,85.2910548,0,0,ChIJ8Uv-LEMZ6zkR56myslIa0cE,Not available
Kathmandu,Swimming Pool,Dhanyentari Swimming Pool,"Dhanwantari Dhobikhola Handigoun, Kathmandu 44600, Nepal",27.7198917,85.3411771,4,253,ChIJE0kcW24Z6zkRmF9WbTfGn9s,01-4009607
Kathmandu,Swimming Pool,Best Venue Swimming Pool,"P87P+7W8, Rudramati Marga, Kathmandu 44600, Nepal",27.7132446,85.3374559,3.7,77,ChIJ_7vxqloZ6zkR65l7atbUfP8,01-4519202
Kathmandu,Swimming Pool,Shankar Hotel,"P899+HHH, Kathmandu 44600, Nepal",27.7189426,85.3189743,4.4,24,ChIJ6VXsd_YZ6zkR0jgE5Qh-nCY,984-5766939
Kathmandu,Swimming Pool,Baneshwor Spa Swimming Pool,,27.6931876,85.3447851,3.7,622,ChIJEQRa548Z6zkRO_5zlFKbcNQ,01-4468596
Kathmandu,Swimming Pool,Kathmandu Dolphins,"M7VR+R4X, Kathmandu 44600, Nepal",27.694605,85.2903712,4.1,51,ChIJa3gls2cY6zkRiUvIqrfG1UA,984-1293068
Kathmandu,Swimming Pool,Swoyambhu Recreation Center,"P78M+546, Ring Rd, Nagarjun 44600, Nepal",27.715416,85.282755,4,231,ChIJE7rU_o8Y6zkR6eICjxvSRfk,01-5247239
Kathmandu,Swimming Pool,Swimming Pool,"P8RR+H7W, Kapan Marg, Kathmandu 44600, Nepal",27.7413873,85.3406631,3.6,7,ChIJHZ0gXk8Z6zkRsSXOeHtF2Tg,Not available
Kathmandu,Swimming Pool,Swimming Pool & Roof Top Restaurant,"M9Q9+P89, Kathmandu 44600, Nepal",27.6892368,85.3684096,4.2,18,ChIJSy_6eDwa6zkRPrbGh8wXxVQ,01-4990896
Kathmandu,Swimming Pool,Shubhashree Banquet and Blue heaven swimming pool,"M9VF+GRR, Unnamed Road, Kageshwori Manohara 44600, Nepal",27.6938742,85.374514,4,25,ChIJ8z48O38b6zkRpZFVKXNOB-w,984-1293353
Kathmandu,Swimming Pool,Nepal Army Swimming Pool,"M8W7+JR4, Kathmandu 44600, Nepal",27.6965055,85.3145745,4.2,41,ChIJ1XFVPkEZ6zkRPSMgWepjSWE,985-1028801
Kathmandu,Swimming Pool,Saanvi Hotel & Sports Center (P) Ltd.,"Gokarneshwor 44600, Nepal",27.7183755,85.3673794,4.2,86,ChIJQ8B8hs8b6zkR0N28-ya-InQ,980-2366777
Kathmandu,Swimming Pool,Marigold Swimming Pool,"P8WC+M6P, Tokha 44600, Nepal",27.7467249,85.3206714,3.8,138,ChIJJYucJiwZ6zkRiz5GgHIbAho,985-1111191
Kathmandu,Swimming Pool,Bajra Sports Centre & Swimming Pool,"Kalopul, Kathmandu 44600, Nepal",27.7145822,85.3386513,4.2,100,ChIJ-cOwCQkZ6zkRgKyNXvC8xFc,01-4593402
Kathmandu,Swimming Pool,Splash swimming pool,"M9Q9+P9F, Kathmandu 44600, Nepal",27.6892663,85.3684512,3.9,113,ChIJRQtQeDwa6zkR7SGhtK18WPw,984-1785624
Kathmandu,Swimming Pool,Club Mandala,"Kapan Marg, Kathmandu 44600, Nepal",27.7309706,85.3633278,3.8,233,ChIJEcwJnOcb6zkRJBIXBSmTpEc,985-1180749
Kathmandu,Swimming Pool,Bagmati Recreation,"Swayambhu Cir Rd, Kathmandu 44620, Nepal",27.717862,85.2871249,3.3,25,ChIJqx_6IYsZ6zkRWZ8PnXgAzOc,984-1906203
Kathmandu,Swimming Pool,Waterfront Fitness Studio,"Beside Amrit Secondary School, Nirmal Lama Marg,mhephi, Kathmandu 44600, Nepal",27.7260446,85.3070498,4.5,19,ChIJ89UedyoZ6zkRxD7pTp6OfUE,01-5901376
Kathmandu,Swimming Pool,Refresh Recreation Center Pvt Ltd,"P985+RXG, Kathmandu 44600, Nepal",27.7170594,85.3599444,5,1,ChIJ6RXjZQAb6zkRHyDngV7e0Lo,Not available
Kathmandu,Swimming Pool,Visionova Recreation,"Kathmandu 44600, Nepal",27.6879792,85.2938686,4.2,177,ChIJdy0HR4MZ6zkRvtJsR-QCJps,986-1545401
Kathmandu,Swimming Pool,Nobel Hotel and Indoor Swimming Complex Pvt.Ltd,"Mahalaxmi 44600, Nepal",27.6608459,85.3485348,3.8,208,ChIJCwOzMDEX6zkRe5ytUPwi3UI,984-0394213
Kathmandu,Swimming Pool,Fitness Plus Swimming Pool,"Unnamed Road, 44600, Nepal",27.731522,85.3641269,4.4,52,ChIJr4bsU3Ub6zkRkvGiCZAof-I,01-4813172
Kathmandu,Swimming Pool,swimming pull,"P88F+VHW, Kathmandu 44600, Nepal",27.7172453,85.3239605,0,0,ChIJsdRAzM8Z6zkR-rjCN5k8Ib0,Not available
Kathmandu,Swimming Pool,Shine Ikhadole Fitness N Recreation Center,"P7CM+QJR, Kathmandu 44600, Nepal",27.7219946,85.2840286,4.3,53,ChIJj7ShD30Z6zkRbzT4Gz6dTnU,01-4890738
Kathmandu,Swimming Pool,Divestroke Swimming Academy,"Kathmandu 44600, Nepal",27.6941935,85.3128856,5,153,ChIJbVtJLDUZ6zkR2iHv-qaFEnE,980-3276146
Kathmandu,Swimming Pool,Lotus Club Boutique Hotel,"Kathmandu 44600, Nepal",27.7412726,85.3127922,3.8,92,ChIJ40dpMYcZ6zkRG1bZKDVuy84,01-4027934
Kathmandu,Swimming Pool,Imadol Swimming Pool,"Mahalaxmi 44700, Nepal",27.6576567,85.3396935,3.6,810,ChIJfRCtUl8X6zkR0bF4lOlViZ0,01-5201995
Kathmandu,Swimming Pool,Mahendra Police Swimming Pool,"P839+569, Kathmandu 44600, Nepal",27.7029206,85.3181052,3.8,40,ChIJm1tjMqoZ6zkRjVB0opXS_vk,Not available
Kathmandu,Swimming Pool,Tahachal Physical Fitness Center and Swimming Pool and Futsal Arena,"Puja Marg, Kathmandu 44600, Nepal",27.7004035,85.2964687,3.9,331,ChIJN3VP7l4Y6zkRDaNWIV1PVkM,01-5381057
Kathmandu,Swimming Pool,Kirtipur Swimming Pool,"Tyanglaphat, Kirtipur 44618, Nepal",27.6796519,85.2787484,3.6,223,ChIJyb54xwwY6zkRFN-zH91reZI,01-4332715
Kathmandu,Swimming Pool,Narayani Swimming Pool,"M8H8+3W8, Lalitpur 44600, Nepal",27.6776814,85.3173396,0,0,ChIJQw7NJ4kZ6zkRvq3VxfYMsaU,Not available
Kathmandu,Swimming Pool,Mansarovar Swimming Pool,"Aadhyakali Marga, Chandragiri 44600, Nepal",27.6895421,85.2666013,3.4,30,ChIJteVnh84j6zkR2J0R73H1mAQ,984-1333159
Kathmandu,Swimming Pool,D&D Swimming Pool & Cafe,"P9RP+8PQ, Gokarneshwor 44600, Nepal",27.7408104,85.3868696,4.1,48,ChIJ8W8Md8wb6zkRmXBQK0rGwC0,985-1043008
Kathmandu,Swimming Pool,Shrestha Swimming Pool and Futsal,"Budhanilkantha 44600, Nepal",27.745214,85.3550187,4,284,ChIJo5uQh_0b6zkRBvV0nEOf6PE,01-4164365
Kathmandu,Swimming Pool,Hotel Del' Annapurna Swimming Pool,"Hotel Del' Annapurna, Durbar Marg, Kathmandu 44600, Nepal",27.7109994,85.3163278,4.2,457,ChIJz7CjfwEZ6zkR3_kBXFu8iNk,01-4221711
Kathmandu,Swimming Pool,Machhe Narayan Public Swimming Pool,"M69X+6R3, Chandragiri 44600, Nepal",27.6679576,85.249426,4.5,28,ChIJbT_YEakj6zkRAlYdtycyX3k,Not available
Kathmandu,Swimming Pool,Phoenix Futsal & Swimming Pool,"Eureka Rd, Tarakeshwar 44600, Nepal",27.7448981,85.3037045,3.5,140,ChIJc1TR5NEY6zkR_NHbKO70MYU,980-3954921
Kathmandu,Swimming Pool,Satdobato Swimming Pool,"Birendra Memorial Swimming Complex, Lalitpur 44700, Nepal",27.659942,85.3275323,4,414,ChIJBwXJl9gZ6zkRjKjZML4PpYw,981-1886082
Kathmandu,Swimming Pool,Dibya Hospitality,"P976+W45, Guheshwori Marg, Kathmandu 44600, Nepal",27.7130561,85.3598886,3.8,542,ChIJbyNVqdYb6zkRxffQkGZkNlc,01-5107033
Kathmandu,Swimming Pool,National Sports Centre Pvt. Ltd.,"M8GM+26R, Lalitpur 44600, Nepal",27.6770538,85.3338971,3.9,537,ChIJk5zvAOoZ6zkRalLvBY6daMY,01-5434470
Kathmandu,Swimming Pool,Marshyangdi swimmingpool,"Swayambhu Parikrama, Kathmandu 44600, Nepal",27.7133489,85.2889575,4.2,21,ChIJNQVmV40Z6zkRRErs26ZOAMw,01-4670764
Kathmandu,Swimming Pool,Dhuku Sports Hub,"Lamingtan Marg 4, Kathmandu 44600, Nepal",27.7313589,85.334969,4.3,849,ChIJWWCDZEAZ6zkR0KMGgy13y4s,01-4535832
Kathmandu,Swimming Pool,The Workout Station,"Naya Bazaar Marg, Kathmandu 44600, Nepal",27.7243646,85.3058053,4.5,125,ChIJlSrJyCYZ6zkRGivT43uoUCE,01-4359617
Kathmandu,Bungee Jumping,Borderlands Nepal,"P8C2+MX7, Palpasa Marg, Kathmandu 44600, Nepal",27.7216999,85.3023254,4,25,ChIJC-hPRe8Y6zkRQzkGGrgY-Ec,01-4381214
Kathmandu,Bungee Jumping,Kusma Bungee,"Kathmandu 44600, Nepal",27.7142143,85.3123487,4.5,135,ChIJheWAtKsZ6zkRJ34h_iOU3_Y,984-3724104
Kathmandu,Bungee Jumping,Kushma Balewa Bungee,"Tripureswor-11, Kathmandu 44600, Nepal",27.6943124,85.3116258,5,2,ChIJV9L7Vx8Z6zkRCFbB4Mawyrs,974-1717979
Kathmandu,Bungee Jumping,Stunning Nepal,"Dhanawantari Marg, Kathmandu 44600, Nepal",27.7193804,85.3408087,5,61,ChIJZ2cONLoZ6zkRel5D94bGPkw,980-8211139
Kathmandu,Bungee Jumping,The Last Resort Office,"Mandala Street, Kathmandu 44600, Nepal",27.715129,85.3108496,4.5,526,ChIJqz-B4vwY6zkRvUbAKfQiP_8,01-4700525
Kathmandu,Bungee Jumping,Bungee gopaleshowr,"J76G+GXH, Dakshinkali 44600, Nepal",27.6113107,85.2774956,4.5,2,ChIJDTMyO0cX6zkRXVuj50IsIoI,Not available
Kathmandu,Bungee Jumping,Gopaleshwore to Bhanjyang Suspension Bridge,"J777+4QH, Dakshinkali 44600, Nepal",27.6128068,85.264486,3.5,2,ChIJA35dYUY96zkR1vBLzfRMAns,Not available
Kathmandu,Bungee Jumping,ADRENALINE ADVENTURES PVT LTD,"Manhora Planning Near BP Eye Hospital, 44600, Nepal",27.668953,85.3535811,0,0,ChIJXRqJ7OEZ6zkRI2JTSLCnJd4,985-1101540
Kathmandu,Mountain Climbing,Kathmandu Sport Climbing Center,"Kaldhara Marg, Kathmandu 44600, Nepal",27.7159382,85.3074683,4.5,251,ChIJ89W9XvsY6zkRiExDGgc3Iao,01-5356505
Kathmandu,Mountain Climbing,Astrek Climbing Wall,"Astrek Complex Amrit Marg, Bagawan Bahal Marg, Kathmandu 44600, Nepal",27.7163365,85.3125425,4.4,585,ChIJy8svSf0Y6zkRzC66IKAnFyU,01-4419265
Kathmandu,Mountain Climbing,Mountain Climb Pvt. Ltd,"P8QQ+W3V, Chakrapath, Kathmandu 44601, Nepal",27.739852,85.337683,5,1,ChIJ_yKqOUYZ6zkRafbCHZLkLUE,985-1054606
Kathmandu,Mountain Climbing,Crimpanzee Adventure Hub,"P9F5+P6X, Boudha - Jorpati Rd, Kathmandu 44600, Nepal",27.7243699,85.3581117,4.5,80,ChIJz_QVt_Yb6zkRnPfAmJt_2vA,Not available
Kathmandu,Mountain Climbing,Chhango The Canyoning Company,"जे पि मार्ग, Kathmandu 44600, Nepal",27.7084101,85.312792,4.1,18,ChIJ4wsYwvwY6zkRcWzalfE_NLo,982-5940639
Kathmandu,Mountain Climbing,Mountain Climbers Treks,"Pahikwo Sadak, Kathmandu 44600, Nepal",27.717493,85.3019335,4,4,ChIJter_HaIZ6zkRziuv42S7fNo,985-1195085
Kathmandu,Mountain Climbing,Nepal Climbing Adventure Pvt.Ltd.,"10849, Bhagwati Marg, Kathmandu 44600, Nepal",27.7154577,85.3113745,5,27,ChIJJbGLIf0Y6zkR_OUEKlHPj3s,01-4545255
Kathmandu,Mountain Climbing,Top Himalaya Guides,"Kathmandu 44600, Nepal",27.7386784,85.3675546,4.6,20,ChIJ8UhE7-Ub6zkRf4fgCIrpJ2o,Not available
Kathmandu,Mountain Climbing,Mountain Guide Association of Nepal (MoGAN),"Kathmandu 44600, Nepal",27.7240625,85.3144375,5,13,ChIJ7XDZUTMZ6zkR5-jSrOu67ys,984-1190881
Kathmandu,Mountain Climbing,Seven Summit Treks Pvt. Ltd.,"House 23, Street A Kapan, Budhanilkantha-11, Kathmandu 44600, Nepal",27.7380759,85.3589306,4.5,94,ChIJr24Wl-Mb6zkRltWox9nyQH8,980-1238848
Kathmandu,Mountain Climbing,Mountain Ascend Treks,"Amrit Marg, Kathmandu 44600, Nepal",27.7165107,85.3118108,4.6,20,ChIJQ18rMv0Y6zkRhGWHTnPyBWI,985-1115281
Kathmandu,Mountain Climbing,By Mountain People | your Nepal trekking expert for personalized adventures,"Kathmandu 44600, Nepal",27.7267295,85.3150398,4.9,18,ChIJC2WRL_0Y6zkRpQwDN5YJ5Fs,06 87542250
Kathmandu,Mountain Climbing,Overland Trek Nepal Pvt. Ltd.| Best Trekking Company of Nepal| Manaslu Trek | Everest Trek,"Chaksibari Marga Thamel, Kthmandu, Thamel Marg, Kathmandu 44600, Nepal",27.7175737,85.3106997,5,10,ChIJvWITug4Z6zkRVENjog9XBdc,985-1138871
Kathmandu,Mountain Climbing,Manaslu Circuit Trekking,"Chaksibari Marg, Kathmandu 44600, Nepal",27.7149182,85.3102453,4.9,53,ChIJQw4s75UZ6zkRUWIy_U4BPhg,985-1176782
Kathmandu,Mountain Climbing,Nepal Mountaineering Instructors Association(NMIA),"P89H+GQJ, Shanti Niketan Marg, Kathmandu 44600, Nepal",27.7188391,85.3294004,4.7,3,ChIJY1yNWK8Z6zkRxFF8LoqjDgM,01-4433660
Kathmandu,Mountain Climbing,Island Peak Climbing,"P894+Q74, Kathmandu 44600, Nepal",27.7193423,85.3057006,4,2,ChIJiSmAluQZ6zkRH4P_dTUx7Uo,Not available
